"Date","Longitude","Latitude","Elevation","Max Temperature","Min Temperature","Precipitation","Wind","Relative Humidity","Solar","Null"
"1/1/2014","-60.3125","-38.872501373291","4","28.301","18.332","0","5.02180431054982","0.234082039613719","32.2970401152",
"1/2/2014","-60.3125","-38.872501373291","4","22.341","12.63","0","5.98964176577111","0.350589413976239","20.592308917188",
"1/3/2014","-60.3125","-38.872501373291","4","22.761","11.522","0.0034332264","5.06777258929397","0.364197192513449","35.0540261172",
"1/4/2014","-60.3125","-38.872501373291","4","27.968","13.328","0","5.94469106647565","0.303713014937753","34.2206223192",
"1/5/2014","-60.3125","-38.872501373291","4","29.598","12.856","0","5.36614782669703","0.392833446443966","34.3582265556",
"1/6/2014","-60.3125","-38.872501373291","4","41.323","18.181","0.0034332264","5.50220745777967","0.311143919560229","29.2214544012",
"1/7/2014","-60.3125","-38.872501373291","4","25.717","10.663","0","3.86256255645987","0.570883885119862","34.4102357088",
"1/8/2014","-60.3125","-38.872501373291","4","40.128","14.377","0","2.91156011147717","0.212521356216865","34.7137512048",
"1/9/2014","-60.3125","-38.872501373291","4","37.487","19.283","1.3561242264","6.99547016301841","0.246433933484691","25.3812959244",
"1/10/2014","-60.3125","-38.872501373291","4","27.21","13.047","0","4.45166591452775","0.523428387391228","33.8978623824",
"1/11/2014","-60.3125","-38.872501373291","4","23.632","11.068","0","3.58071346756001","0.409310555835938","34.24592019528",
"1/12/2014","-60.3125","-38.872501373291","4","32.392","14.141","0","5.07176356924472","0.231420491262524","33.98228170128",
"1/13/2014","-60.3125","-38.872501373291","4","35.916","16.281","0","4.63847149278787","0.32617097556804","33.97277150712",
"1/14/2014","-60.3125","-38.872501373291","4","42.785","21.157","0","3.8777582648003","0.256015183239449","33.1287688188",
"1/15/2014","-60.3125","-38.872501373291","4","28.933","15.671","0.0034332264","5.31761507831804","0.362341867200415","32.8672928376",
"1/16/2014","-60.3125","-38.872501373291","4","38.129","13.015","0.13046256","4.18185090053486","0.408566071799702","33.67999697364",
"1/17/2014","-60.3125","-38.872501373291","4","41.75","18.762","0.2025603648","4.86155412197166","0.320222366081683","32.5299644316",
"1/18/2014","-60.3125","-38.872501373291","4","38.737","17.833","0.051498432","5.61223121825869","0.462497982052974","31.2452236188",
"1/19/2014","-60.3125","-38.872501373291","4","35.406","13.649","0","3.86633953779234","0.413522393470602","32.77691964108",
"1/20/2014","-60.3125","-38.872501373291","4","39.156","23.718","5.6201958","4.20648906588196","0.346988220623243","20.5331951952",
"1/21/2014","-60.3125","-38.872501373291","4","31.749","18.461","10.852436016","4.79530439035764","0.442316465063556","33.0719639688",
"1/22/2014","-60.3125","-38.872501373291","4","31.221","19.228","1.10206458","4.17950982061248","0.365621620994012","31.7687525496",
"1/23/2014","-60.3125","-38.872501373291","4","32.055","17.57","0.5973816672","4.32721207582054","0.524574255959756","14.67779676156",
"1/24/2014","-60.3125","-38.872501373291","4","19.267","11.999","0.0068664528","6.7581961356626","0.494752718738189","33.0365812752",
"1/25/2014","-60.3125","-38.872501373291","4","29.935","9.14999999999998","0","2.38249346282424","0.362486494193393","33.60228489",
"1/26/2014","-60.3125","-38.872501373291","4","33.432","16","0","5.49167827766453","0.213217281129577","32.9862960252",
"1/27/2014","-60.3125","-38.872501373291","4","41.289","21.997","0","4.03600343669081","0.221100959422374","32.28825335004",
"1/28/2014","-60.3125","-38.872501373291","4","30.161","17.538","0.015449526","5.15175916885764","0.503167336280096","26.845942608",
"1/29/2014","-60.3125","-38.872501373291","4","32.308","12.889","0","2.39770361249694","0.428412406923488","32.9245797168",
"1/30/2014","-60.3125","-38.872501373291","4","39.135","19.15","0.078964236","4.81454407071201","0.262156762169333","17.402304384",
"1/31/2014","-60.3125","-38.872501373291","4","27.29","15.894","0","5.82732880789885","0.364058424920252","30.4521089472",
"2/1/2014","-60.3125","-38.872501373291","4","34.678","14.345","0","3.82136265023418","0.348855159924132","30.5879142564",
"2/2/2014","-60.3125","-38.872501373291","4","30.813","18.371","0","5.65113740794059","0.388270757037757","31.6506395016",
"2/3/2014","-60.3125","-38.872501373291","4","31.1","16.707","0","3.79152139551981","0.33574572928095","30.2741872524",
"2/4/2014","-60.3125","-38.872501373291","4","40.036","18.051","1.690863156","3.01408088835618","0.414361179710261","15.6096840168",
"2/5/2014","-60.3125","-38.872501373291","4","26.454","16.429","6.4029708","4.44189082523933","0.529132604732848","17.5297579704",
"2/6/2014","-60.3125","-38.872501373291","4","31.431","14.834","0","4.71195768589461","0.336333651434481","31.9941307728",
"2/7/2014","-60.3125","-38.872501373291","4","30.678","18.664","0","6.72766069641363","0.36610608154804","31.0589742456",
"2/8/2014","-60.3125","-38.872501373291","4","36.002","17.641","0.0137329056","4.78687794308751","0.388787085442443","20.25547947072",
"2/9/2014","-60.3125","-38.872501373291","4","30.436","14.484","0","3.26801584373503","0.439212515702206","31.01681034252",
"2/10/2014","-60.3125","-38.872501373291","4","36.675","21.88","0","4.57957914250093","0.302840976827417","29.94157296",
"2/11/2014","-60.3125","-38.872501373291","4","37.559","21.064","0","3.99447208382602","0.468237462271814","27.36692343",
"2/12/2014","-60.3125","-38.872501373291","4","24.318","16.238","0.0308990304","4.60457384177555","0.653137777963887","27.0060121584",
"2/13/2014","-60.3125","-38.872501373291","4","21.881","13.037","0","4.18040798092652","0.543513545566036","30.3483959784",
"2/14/2014","-60.3125","-38.872501373291","4","21.093","13.297","0.2368926864","3.86233896496817","0.609223486569933","16.7992393536",
"2/15/2014","-60.3125","-38.872501373291","4","26.961","12.952","0","5.00904430498958","0.519313690968302","25.9533169164",
"2/16/2014","-60.3125","-38.872501373291","4","23.622","15.908","0.1682281152","4.25688848879847","0.643678852206201","8.5316176836",
"2/17/2014","-60.3125","-38.872501373291","4","25.984","17.619","8.081820972","3.88250952801591","0.700280794523435","14.5121330268",
"2/18/2014","-60.3125","-38.872501373291","4","32.561","19.097","1.37672568","3.89978240814331","0.56120557885416","14.97412492776",
"2/19/2014","-60.3125","-38.872501373291","4","31.711","19.944","7.856922168","4.07265499583032","0.673871578741545","17.25431781762",
"2/20/2014","-60.3125","-38.872501373291","4","20.178","18.207","69.21213192","4.83037676237122","0.880490483145362","7.8716435328",
"2/21/2014","-60.3125","-38.872501373291","4","22.393","15.287","0.7621766928","3.016094198555","0.687648721576228","22.6036638864",
"2/22/2014","-60.3125","-38.872501373291","4","28.671","14.59","0","3.71722616425448","0.513318114377392","27.9921347676",
"2/23/2014","-60.3125","-38.872501373291","4","33.113","19.169","0","3.6098575424671","0.313522168441071","27.9888477048",
"2/24/2014","-60.3125","-38.872501373291","4","20.58","14.615","2.6779174704","6.12774073434567","0.701578481701874","14.9714057736",
"2/25/2014","-60.3125","-38.872501373291","4","16.677","13.304","2.188682064","3.23104562141311","0.733378865391479","5.13396457596",
"2/26/2014","-60.3125","-38.872501373291","4","21.337","12.316","0.957870468","2.51074725477763","0.647861112473826","22.20748677864",
"2/27/2014","-60.3125","-38.872501373291","4","28.445","10.399","0","2.99148013388196","0.501771360773612","27.988271698176",
"2/28/2014","-60.3125","-38.872501373291","4","30.705","14.599","0","3.60454952903854","0.383752783932672","26.999134596",
"3/1/2014","-60.3125","-38.872501373291","4","22.899","16.259","0.4137041196","3.70201435221022","0.647005481776212","21.3761169684",
"3/2/2014","-60.3125","-38.872501373291","4","20.057","16.512","1.474571124","2.88994273367835","0.840046441906243","4.4487810864",
"3/3/2014","-60.3125","-38.872501373291","4","30.511","14.891","0.0703811772","2.66385783046076","0.633174733738841","17.0302272912",
"3/4/2014","-60.3125","-38.872501373291","4","26.285","15.364","0.0617981184","3.87747378948047","0.642023424511014","17.1948039912",
"3/5/2014","-60.3125","-38.872501373291","4","24.474","15.017","0.0102996864","4.70075868866918","0.680222184247768","23.0397316128",
"3/6/2014","-60.3125","-38.872501373291","4","24.8","12.436","0","2.84281795653438","0.49735733604676","26.0013148632",
"3/7/2014","-60.3125","-38.872501373291","4","27.527","15.584","0","4.29560040657162","0.43995975923968","24.408677538",
"3/8/2014","-60.3125","-38.872501373291","4","32.947","11.819","0.0291824208","3.70541516623767","0.506736441314468","19.4623777728",
"3/9/2014","-60.3125","-38.872501373291","4","23.756","14.06","0.0205993656","6.32343638992163","0.445909989062636","18.796247676",
"3/10/2014","-60.3125","-38.872501373291","4","23.093","8.66500000000002","0","2.87671026060004","0.41060011601752","25.3615430412",
"3/11/2014","-60.3125","-38.872501373291","4","26.768","17.412","0","5.42446877278699","0.346939041711769","24.4051514064",
"3/12/2014","-60.3125","-38.872501373291","4","32.063","17.282","0.271224972","4.08473460030968","0.377523124100947","17.7419466936",
"3/13/2014","-60.3125","-38.872501373291","4","26.236","17.271","1.0866164724","4.81961354679039","0.655088788961621","21.874298634",
"3/14/2014","-60.3125","-38.872501373291","4","22.757","17.123","16.57390446","2.5906937829721","0.734934991172872","8.2108741464",
"3/15/2014","-60.3125","-38.872501373291","4","23.139","14.565","0.0823974228","2.77321953358981","0.611530053393676","16.86873226176",
"3/16/2014","-60.3125","-38.872501373291","4","25.629","14.631","2.4616242","5.71841416829043","0.519526744889451","13.9386252744",
"3/17/2014","-60.3125","-38.872501373291","4","16.777","12.836","4.535294508","7.29156422441197","0.704641181669337","3.13259733396",
"3/18/2014","-60.3125","-38.872501373291","4","18.373","10.995","1.871112132","3.12792844255498","0.692408896856638","22.5181174068",
"3/19/2014","-60.3125","-38.872501373291","4","22.242","9.964","0","4.20291813782225","0.587081011071749","22.92043777092",
"3/20/2014","-60.3125","-38.872501373291","4","28.28","11.806","1.575851004","6.86227048250092","0.52579173454557","22.2790306392",
"3/21/2014","-60.3125","-38.872501373291","4","17.455","12.203","3.010942872","6.41453917368199","0.505679948752777","13.4481998268",
"3/22/2014","-60.3125","-38.872501373291","4","24.912","9.94799999999998","0.0017166132","4.80061808524914","0.289136541738845","22.6481987484",
"3/23/2014","-60.3125","-38.872501373291","4","26.32","16.422","0","5.87465166488747","0.318456587160144","22.210131258",
"3/24/2014","-60.3125","-38.872501373291","4","20.077","11.803","7.79685552","4.72888169840886","0.72429610877699","9.7582881636",
"3/25/2014","-60.3125","-38.872501373291","4","21.084","9.10300000000001","0.84800736","2.97309866360519","0.781485451277574","20.05783098804",
"3/26/2014","-60.3125","-38.872501373291","4","25.91","13.282","0","3.74318381449787","0.653226737852908","18.5224367016",
"3/27/2014","-60.3125","-38.872501373291","4","29.267","15.674","0","4.08513547402726","0.545250508758477","19.6865242866",
"3/28/2014","-60.3125","-38.872501373291","4","33.283","18.956","0","4.82255124349344","0.42550933530661","20.52348844752",
"3/29/2014","-60.3125","-38.872501373291","4","33.839","21.307","0.284957892","5.21743266357838","0.415289145639278","20.47737219012",
"3/30/2014","-60.3125","-38.872501373291","4","25.331","11.595","28.718949528","5.36773129452235","0.570235522807615","9.6414210108",
"3/31/2014","-60.3125","-38.872501373291","4","24.482","11.188","0","3.4211349870702","0.301323288485487","20.8031315724",
"4/1/2014","-60.3125","-38.872501373291","4","21.091","12.069","0","3.85736418438305","0.566830942710363","18.66925250532",
"4/2/2014","-60.3125","-38.872501373291","4","23.593","13.308","0.113296428","3.83990650779177","0.660083625329722","8.938878354",
"4/3/2014","-60.3125","-38.872501373291","4","20.406","14.731","4.813383924","2.97085008006798","0.874129635450812","3.885051027204",
"4/4/2014","-60.3125","-38.872501373291","4","18.62","15.095","3.2083486884","3.27610041660823","0.943036228056768","2.19678676236",
"4/5/2014","-60.3125","-38.872501373291","4","20.626","18.037","2.214431928","4.44104240718199","0.90404935448734","6.33253754916",
"4/6/2014","-60.3125","-38.872501373291","4","20.629","17.837","1.55868534","5.00786260210831","0.879873190765221","3.9491080848",
"4/7/2014","-60.3125","-38.872501373291","4","21.094","18.172","16.740416916","6.83410521524952","0.898554552179344","2.7195178572",
"4/8/2014","-60.3125","-38.872501373291","4","20.967","13.196","15.60058776","6.33025008117243","0.803531338913905","10.315211836428",
"4/9/2014","-60.3125","-38.872501373291","4","19.529","13.695","2.94227676","8.46331166987346","0.742334802661951","8.680336596",
"4/10/2014","-60.3125","-38.872501373291","4","17.313","12.907","0.0034332264","7.19269923867766","0.512085515878689","15.9514878888",
"4/11/2014","-60.3125","-38.872501373291","4","21.555","10.839","0","5.06535170942601","0.504904452232963","14.6214089316",
"4/12/2014","-60.3125","-38.872501373291","4","14.987","10.248","15.64522254","7.80472514038262","0.722396125683711","8.4001737168",
"4/13/2014","-60.3125","-38.872501373291","4","12.773","7.59899999999999","12.318420132","6.43381750958525","0.842371043516748","1.5000662268",
"4/14/2014","-60.3125","-38.872501373291","4","19.498","6.74000000000001","0","4.61915812046069","0.596188389960002","16.9952746716",
"4/15/2014","-60.3125","-38.872501373291","4","24.029","11.861","0","5.32217063269915","0.549244562659678","16.9124504472",
"4/16/2014","-60.3125","-38.872501373291","4","20.199","9.62099999999998","0","5.18985077219279","0.57836501334101","14.7079549872",
"4/17/2014","-60.3125","-38.872501373291","4","15.475","9.19","0","4.6075786623782","0.557084553267501","16.9146900792",
"4/18/2014","-60.3125","-38.872501373291","4","19.177","7.73899999999998","0","5.70296073796941","0.413855874645384","16.92213472188",
"4/19/2014","-60.3125","-38.872501373291","4","15.383","4.70699999999999","0","3.54392673554262","0.456817087915458","15.3540841248",
"4/20/2014","-60.3125","-38.872501373291","4","18.774","5.53199999999998","0","3.26531293072131","0.494019059922997","16.2381773592",
"4/21/2014","-60.3125","-38.872501373291","4","16.746","9.00599999999997","0.0326156508","4.06616518137077","0.653636061875355","9.99623780028",
"4/22/2014","-60.3125","-38.872501373291","4","19.905","7.01900000000001","0","3.3034608311436","0.649079702615735","15.5217890808",
"4/23/2014","-60.3125","-38.872501373291","4","19.885","11.012","0","2.90055920998065","0.698072264678664","13.3091323092",
"4/24/2014","-60.3125","-38.872501373291","4","18.202","9.39600000000002","0","3.35842276670568","0.753096027051964","15.105944440872",
"4/25/2014","-60.3125","-38.872501373291","4","18.564","8.92099999999999","0","4.82306345963814","0.702234759643963","8.73057287988",
"4/26/2014","-60.3125","-38.872501373291","4","20.586","10.914","0","7.04361906569042","0.632837638123746","12.9043065204",
"4/27/2014","-60.3125","-38.872501373291","4","17.397","11.808","7.13595996","5.19241021369859","0.721720152262303","3.45863791368",
"4/28/2014","-60.3125","-38.872501373291","4","16.62","9.76999999999998","0.089263908","2.83701034077996","0.694272122773014","14.55766494372",
"4/29/2014","-60.3125","-38.872501373291","4","17.166","8.00200000000001","0.0308990304","2.46342833535001","0.658827328937449","14.1005120112",
"4/30/2014","-60.3125","-38.872501373291","4","18.664","8.20600000000002","0","2.48291189000695","0.717363698445759","14.0261546592",
"5/1/2014","-60.3125","-38.872501373291","4","17.766","11.259","0.0205993584","4.61741145865812","0.684363634993839","13.49101001232",
"5/2/2014","-60.3125","-38.872501373291","4","18.175","10.063","0.604248084","2.448421869239","0.691594455330652","9.96796995804",
"5/3/2014","-60.3125","-38.872501373291","4","16.731","10.473","5.0640112584","2.40132668375712","0.832288416879402","7.23667159404",
"5/4/2014","-60.3125","-38.872501373291","4","22.466","12.515","0","4.92570582422763","0.644012562462948","10.2594136968",
"5/5/2014","-60.3125","-38.872501373291","4","15.586","11.751","0.2574919944","4.51218952473244","0.566639790453207","3.2228414532",
"5/6/2014","-60.3125","-38.872501373291","4","19.621","10.892","0.8119584144","4.11921690506249","0.681102451311512","10.17678667356",
"5/7/2014","-60.3125","-38.872501373291","4","17.67","12.738","13.3380925704","5.30051628179069","0.81695113562729","5.3366650452",
"5/8/2014","-60.3125","-38.872501373291","4","14.442","12.729","1.860809544","3.51429220367862","0.84338864890379","1.94021943552",
"5/9/2014","-60.3125","-38.872501373291","4","15.216","9.80700000000002","0.0343323","4.12350515662802","0.753610405123206","10.1306031444",
"5/10/2014","-60.3125","-38.872501373291","4","15.228","11.441","5.0777442","4.00957555078128","0.812191597060059","1.0706743962",
"5/11/2014","-60.3125","-38.872501373291","4","14.071","9.03199999999998","7.73162442","2.83367479677158","0.830909112420787","2.25887739408",
"5/12/2014","-60.3125","-38.872501373291","4","17.96","8.82999999999998","2.3483246328","3.88126276510884","0.863225962321257","5.57185540032",
"5/13/2014","-60.3125","-38.872501373291","4","18.574","12.096","0","4.95770156236739","0.638202934154147","10.0967645988",
"5/14/2014","-60.3125","-38.872501373291","4","18.683","12.187","2.707099272","4.20378267165282","0.747409785229324","7.44092899524",
"5/15/2014","-60.3125","-38.872501373291","4","15.36","9.66500000000002","4.363630344","2.9166143904975","0.728745025552673","10.98832660488",
"5/16/2014","-60.3125","-38.872501373291","4","14.172","8.90699999999998","2.0084384664","6.7399695947813","0.786204122140008","3.38722811604",
"5/17/2014","-60.3125","-38.872501373291","4","11.683","7.363","0.108146826","8.62582960185214","0.64985664333965","8.39369441844",
"5/18/2014","-60.3125","-38.872501373291","4","12.638","8.18299999999999","0.8136748728","4.56463338495585","0.828100113508062","1.87636896",
"5/19/2014","-60.3125","-38.872501373291","4","12.926","9.53699999999998","2.0702359368","2.18360385105391","0.824945529238485","3.02898170232",
"5/20/2014","-60.3125","-38.872501373291","4","13.88","6.678","0.9578722104","3.12599630001701","0.810839125894375","8.4046483206",
"5/21/2014","-60.3125","-38.872501373291","4","10.311","7.11099999999999","16.67003652","3.38081862313734","0.928221976913975","1.52101975752",
"5/22/2014","-60.3125","-38.872501373291","4","12.557","8.96699999999998","6.05964816","6.29706897318226","0.839732099418216","6.14650069188",
"5/23/2014","-60.3125","-38.872501373291","4","11.377","4.42500000000001","0.35705556","6.48953492525589","0.754961396479961","10.8007650864",
"5/24/2014","-60.3125","-38.872501373291","4","14.27","5.74599999999998","0","4.84604634762141","0.727863606729417","10.5364917828",
"5/25/2014","-60.3125","-38.872501373291","4","14.696","7.56700000000001","0","5.32227293248555","0.715419076854937","9.9151151724",
"5/26/2014","-60.3125","-38.872501373291","4","15.382","7.03399999999999","0","5.0476060090467","0.660922381816967","10.5360201108",
"5/27/2014","-60.3125","-38.872501373291","4","17.452","9.71600000000001","0","4.9035765625112","0.56798892867011","10.15478450172",
"5/28/2014","-60.3125","-38.872501373291","4","17.853","8.26799999999997","0","5.95268127721182","0.668590214650526","9.27189123948",
"5/29/2014","-60.3125","-38.872501373291","4","15.466","11.065","0.175094892","7.23007275811458","0.72935478864693","5.4680128164",
"5/30/2014","-60.3125","-38.872501373291","4","15.385","8.279","0.113296536","3.65559529752648","0.688391048095814","10.2690411264",
"5/31/2014","-60.3125","-38.872501373291","4","15.667","8.416","0.0017166132","4.29215709705537","0.615955806102265","9.8825647788",
"6/1/2014","-60.3125","-38.872501373291","4","19.524","8.47199999999998","0","4.57547680071382","0.54882655983613","9.9858361608",
"6/2/2014","-60.3125","-38.872501373291","4","20.594","10.377","0.0034332264","4.96788820949229","0.575977827602697","9.0367571844",
"6/3/2014","-60.3125","-38.872501373291","4","16.97","10.631","0","5.83967496111304","0.587139025217193","7.76641905072",
"6/4/2014","-60.3125","-38.872501373291","4","14.019","9.33300000000003","1.0540008936","5.65716552116977","0.709736469451511","3.56416299522",
"6/5/2014","-60.3125","-38.872501373291","4","13.865","7.74200000000002","0.0017166132","6.97927604956133","0.45603936812468","9.7162500996",
"6/6/2014","-60.3125","-38.872501373291","4","14.581","6.096","0","6.10367444544252","0.449951870611531","9.667238923224",
"6/7/2014","-60.3125","-38.872501373291","4","13.148","7.93299999999999","1.2016293912","6.50815861150637","0.54796329361404","5.36066352",
"6/8/2014","-60.3125","-38.872501373291","4","14.549","6.35199999999998","0.5184177264","7.31870172139959","0.487143278770962","6.76815790356",
"6/9/2014","-60.3125","-38.872501373291","4","15.29","8.803","0.0034332264","7.96481419285063","0.526560619676759","9.40655284884",
"6/10/2014","-60.3125","-38.872501373291","4","21.073","10.023","0","8.02436384376158","0.447126000101786","9.36967772016",
"6/11/2014","-60.3125","-38.872501373291","4","17.326","12.433","1.1295317304","6.32357448303863","0.662884167538255","4.87596989826",
"6/12/2014","-60.3125","-38.872501373291","4","14.355","5.16300000000001","25.330356","7.34449754150999","0.899754727774035","0.45007611768",
"6/13/2014","-60.3125","-38.872501373291","4","9.79399999999998","4.82999999999998","0.76217652","5.98174364305765","0.653574173190086","9.47441608236",
"6/14/2014","-60.3125","-38.872501373291","4","12.438","3.52300000000002","0","6.54322916714036","0.55613218532359","9.02275824996",
"6/15/2014","-60.3125","-38.872501373291","4","11.178","7.53199999999998","0.0635147064","7.53742987417969","0.634662244646678","2.6778772098",
"6/16/2014","-60.3125","-38.872501373291","4","12.064","6.65199999999999","0","5.25037850881823","0.736017304495446","9.19474196076",
"6/17/2014","-60.3125","-38.872501373291","4","10.698","6.12200000000001","0.054931644","6.00380851772949","0.662914202398407","6.375655155276",
"6/18/2014","-60.3125","-38.872501373291","4","9.61900000000003","4.62599999999998","0","5.27440949502135","0.607593027548356","9.22977847476",
"6/19/2014","-60.3125","-38.872501373291","4","13.875","3.11200000000002","0","5.79180698416816","0.585878265219481","8.984274012",
"6/20/2014","-60.3125","-38.872501373291","4","16.445","7.14800000000002","0","5.38057180106064","0.733167930029914","8.93974469832",
"6/21/2014","-60.3125","-38.872501373291","4","16.926","8.17099999999999","0","5.92464535601184","0.592893531871198","8.682908534748",
"6/22/2014","-60.3125","-38.872501373291","4","16.563","10.61","0.1081466784","5.92859740203403","0.60157999047089","6.49317947868",
"6/23/2014","-60.3125","-38.872501373291","4","15.384","9.57299999999998","0","5.78539732194889","0.592693286348153","8.5679814798",
"6/24/2014","-60.3125","-38.872501373291","4","12.504","6.32600000000002","0","5.10414602556027","0.612147755835834","9.32363779428",
"6/25/2014","-60.3125","-38.872501373291","4","11.141","5.17099999999999","0","3.83010976204691","0.617806866095395","8.75961019116",
"6/26/2014","-60.3125","-38.872501373291","4","12.956","3.57799999999997","0","3.48898545983686","0.604197687624469","9.1493816652",
"6/27/2014","-60.3125","-38.872501373291","4","13.583","5.02300000000002","0","5.02115252995688","0.569451645096507","9.3052557756",
"6/28/2014","-60.3125","-38.872501373291","4","16.039","6.62200000000001","0","3.79395433063312","0.582780398022644","9.30327340932",
"6/29/2014","-60.3125","-38.872501373291","4","16.006","5.34199999999998","0.0017166132","3.93010116694559","0.578784472603855","9.4957429788",
"6/30/2014","-60.3125","-38.872501373291","4","15.357","5.37799999999999","0","3.73050538487297","0.581329235017725","9.09675368064",
"7/1/2014","-60.3125","-38.872501373291","4","15.694","5.58499999999998","0","3.94578062108758","0.612936583837439","9.4743806652",
"7/2/2014","-60.3125","-38.872501373291","4","16.097","7.07499999999999","0.35018928","6.27490598906205","0.568359962959854","9.0432976212",
"7/3/2014","-60.3125","-38.872501373291","4","11.409","5.68200000000002","0.4755022488","7.07707971989385","0.63695387878184","9.2476449468",
"7/4/2014","-60.3125","-38.872501373291","4","15.295","3.97300000000001","0.0017166132","3.98061156743087","0.467801060273705","9.4580520912",
"7/5/2014","-60.3125","-38.872501373291","4","10.675","5.858","8.2054153584","4.47856090347129","0.811953547602162","1.644177942",
"7/6/2014","-60.3125","-38.872501373291","4","8.21699999999998","5.22199999999998","23.3493792264","10.8451921308869","0.886103825317158","1.49042319228",
"7/7/2014","-60.3125","-38.872501373291","4","11.564","2.24700000000001","0","6.15086891376519","0.718855136145721","9.08886883464",
"7/8/2014","-60.3125","-38.872501373291","4","12.18","2.12599999999998","0","3.71930210934865","0.721500384259073","8.851165092",
"7/9/2014","-60.3125","-38.872501373291","4","12.243","3.916","0","2.69273553993374","0.86192612225947","8.5501151028",
"7/10/2014","-60.3125","-38.872501373291","4","12.866","7.72500000000002","0.1235962152","4.10147091471441","0.808512781073418","5.80572961704",
"7/11/2014","-60.3125","-38.872501373291","4","13.647","7.55599999999998","0.044631972","6.12821783797603","0.795720803969422","9.0926580483",
"7/12/2014","-60.3125","-38.872501373291","4","14.123","12.061","25.962021144","5.44032695606357","0.894009678691588","0.9693067176",
"7/13/2014","-60.3125","-38.872501373291","4","14.507","11.856","2.9474243064","3.39464042995794","0.906826332678147","3.01371770016",
"7/14/2014","-60.3125","-38.872501373291","4","17.335","10.111","6.4235717496","6.17847611784911","0.872847822658398","4.452469848",
"7/15/2014","-60.3125","-38.872501373291","4","15.561","8.995","10.594939284","6.33975165965343","0.741565121155652","9.85615724628",
"7/16/2014","-60.3125","-38.872501373291","4","15.098","8.19299999999998","0","3.93494742741226","0.628083847141399","9.27507449052",
"7/17/2014","-60.3125","-38.872501373291","4","12.312","6.16500000000002","0","4.55093536736188","0.791569342059208","7.8098309604",
"7/18/2014","-60.3125","-38.872501373291","4","13.839","5.30700000000002","0","5.12977639694976","0.73298841768919","10.048273632",
"7/19/2014","-60.3125","-38.872501373291","4","18.37","8.48899999999998","0","3.82010219038059","0.685823989069517","10.4310821628",
"7/20/2014","-60.3125","-38.872501373291","4","19.664","9.26299999999998","0","4.54658328233228","0.704653064419203","10.5756602724",
"7/21/2014","-60.3125","-38.872501373291","4","16.971","9.58300000000003","0","3.80874168209167","0.715823482425968","10.19751773796",
"7/22/2014","-60.3125","-38.872501373291","4","11.79","7.31999999999999","0","4.02878183015257","0.773259552888864","7.2410239044",
"7/23/2014","-60.3125","-38.872501373291","4","10.835","4.61500000000001","0","5.05414617338869","0.636228801709487","11.4537992472",
"7/24/2014","-60.3125","-38.872501373291","4","9.73700000000002","4.512","0","5.25652309908988","0.58053663215751","11.2772663784",
"7/25/2014","-60.3125","-38.872501373291","4","8.84399999999999","3.30900000000003","2.01873888","7.22572219221654","0.621821399867853","7.04230882992",
"7/26/2014","-60.3125","-38.872501373291","4","6.26400000000001","1.08300000000003","2.46334068","6.51564524721753","0.717681815007111","8.22670328016",
"7/27/2014","-60.3125","-38.872501373291","4","9.262","-0.346000000000004","0.1235962584","4.01056772883991","0.526549212962808","11.4049044594",
"7/28/2014","-60.3125","-38.872501373291","4","14.155","5.62799999999999","0.4669193088","8.41221224215407","0.605439692222853","6.873650892",
"7/29/2014","-60.3125","-38.872501373291","4","16.279","10.019","1.54151928","6.15053233603135","0.813802751103141","4.5751217976",
"7/30/2014","-60.3125","-38.872501373291","4","15.327","7.03800000000001","0","4.91300432123067","0.636869434899883","10.08461793168",
"7/31/2014","-60.3125","-38.872501373291","4","19.187","10.852","0","4.01960362756069","0.536111413062582","9.0600613488",
"8/1/2014","-60.3125","-38.872501373291","4","11.118","5.51799999999997","0.2197266768","5.01607211103925","0.783933786864997","12.05152008444",
"8/2/2014","-60.3125","-38.872501373291","4","9.142","4.541","0.899506224","1.80044193020957","0.847295184910651","2.30493366504",
"8/3/2014","-60.3125","-38.872501373291","4","14.135","3.80500000000001","0.058364856","4.37236401996992","0.74172234399022","8.944399566",
"8/4/2014","-60.3125","-38.872501373291","4","17.296","7.89999999999998","0.024032592","7.38550961293007","0.483723785478933","11.52850861656",
"8/5/2014","-60.3125","-38.872501373291","4","14.851","8.34100000000001","0.2643588","10.4794452103508","0.438326595056141","11.613490776",
"8/6/2014","-60.3125","-38.872501373291","4","18.411","6.35899999999998","0","6.56019300206355","0.389149116334666","11.45311215012",
"8/7/2014","-60.3125","-38.872501373291","4","16.298","9.63","0.4360200264","6.70127488280813","0.426930385765676","5.3789434056",
"8/8/2014","-60.3125","-38.872501373291","4","11.292","5.94799999999998","0","5.57414706943292","0.564063823406998","13.60241488116",
"8/9/2014","-60.3125","-38.872501373291","4","12.576","4.053","0","4.41177023620117","0.499614168805833","13.8763975572",
"8/10/2014","-60.3125","-38.872501373291","4","17.53","5.41899999999998","0","8.29898665693239","0.291838681180976","11.861306784",
"8/11/2014","-60.3125","-38.872501373291","4","17.748","10.821","0","7.06269313705626","0.396499806616816","11.534524450056",
"8/12/2014","-60.3125","-38.872501373291","4","10.49","4.23599999999999","1.256561028","7.47206643261477","0.643306425657376","3.40676184924",
